지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
108,서울,2000-01-29,-0.3,-4.1,2.7,0,2,71.4,1021.4
108,서울,2000-01-30,-4.3,-8.1,1,0,4.5,58.6,1022.7
108,서울,2000-01-31,-7.8,-10.7,-4.7,,3,49,1026.1
108,서울,2000-02-01,-6.6,-11.6,-2,,2,55,1022
108,서울,2000-02-02,-3.8,-8.8,0.8,,2.2,66.3,1019.9
108,서울,2000-02-03,-1.8,-4.3,2,0,2.1,69.9,1017.2
108,서울,2000-02-04,-2,-7.1,3.7,,1.3,56.9,1019.5
108,서울,2000-02-05,-0.5,-5.9,4.1,0.5,1.7,66.3,1014.3
108,서울,2000-02-06,-0.1,-1.3,2.3,0.7,2.6,83.4,1009.4
108,서울,2000-02-07,-1.6,-5.3,1.7,0,2.7,68.1,1005.4
108,서울,2000-02-08,-6.9,-9.4,-4.4,,4,51.4,1006.8
108,서울,2000-02-09,-5.2,-9.5,-0.8,,2.6,43.8,1012.1
108,서울,2000-02-10,-2.2,-8.8,3.1,,2,49,1010.6
108,서울,2000-02-11,1.6,-1,5.3,0,2.4,67,1009.1
108,서울,2000-02-12,2.1,-1.5,6.1,,1.3,76.4,1008.9
108,서울,2000-02-13,2.5,-2.2,6.5,,1.8,77.3,1008.1
108,서울,2000-02-14,-0.3,-4.3,3.5,0.9,4.1,58.8,1004.4
108,서울,2000-02-15,-5.4,-7.8,-2,,4.7,42.3,1007.9
108,서울,2000-02-16,-4.6,-8.1,-0.2,,3.7,43.8,1010.7
108,서울,2000-02-17,-3.9,-8.4,0.4,,2.9,47.1,1014.9
108,서울,2000-02-18,-2.1,-7.5,3.1,,2.1,41.8,1014.7
108,서울,2000-02-19,1.7,-3.7,7.5,,2,44.3,1006.5
108,서울,2000-02-20,-0.7,-4.3,4.2,,3.6,57,1004.9
108,서울,2000-02-21,-1.7,-5.6,3.1,,3.1,44.6,1010.9
108,서울,2000-02-22,-0.6,-5.6,4.6,,2.2,48.3,1013.1
108,서울,2000-02-23,0.6,-2.9,4.4,0,2.6,58.8,1012.4
108,서울,2000-02-24,-3.2,-6.5,1,,3.5,41.9,1016.9
108,서울,2000-02-25,-2,-6.9,2,,2.1,46.3,1014
108,서울,2000-02-26,0.5,-2.4,3.7,0,2.7,60.9,1008
108,서울,2000-02-27,1.8,-3.6,6.2,0,4,59.1,1010.8
108,서울,2000-02-28,-2.8,-6.1,1.1,,3.8,37,1017
108,서울,2000-02-29,-1.2,-6.7,4.4,,2.7,52.9,1019.5
108,서울,2000-03-01,2.3,-3.2,7.7,,2.1,74.4,1018.4
108,서울,2000-03-02,5.3,1.7,11.2,,1.5,65.9,1016.3
108,서울,2000-03-03,8.8,1.2,17.2,,2.2,46.5,1010.7
108,서울,2000-03-04,8.1,4.7,12.9,,2.8,56.5,1005.6
108,서울,2000-03-05,5.5,1.4,10.5,,1.9,49.9,1005.4
108,서울,2000-03-06,2.7,-1.6,6.8,,3.6,58.6,1004.9
108,서울,2000-03-07,-1.7,-4.5,2.2,,4.3,40.6,1010.5
108,서울,2000-03-08,-0.8,-4.8,3.9,0,3.6,51.3,1010.2
108,서울,2000-03-09,1.1,-4.6,5.7,,3.1,42.1,1015.8
108,서울,2000-03-10,3.6,-3.5,9.2,,2.7,60.8,1015.2
108,서울,2000-03-11,5.2,3.6,7,0,1.5,79,1007.4
108,서울,2000-03-12,3.9,0.7,10.4,,2.4,78.6,1005.5
108,서울,2000-03-13,4.7,-0.5,10.4,,2.4,52.5,1011.2
108,서울,2000-03-14,6.2,1.5,11.7,,2.5,37.5,1012.8
108,서울,2000-03-15,7.8,1,13.8,0,2.1,47,1005.2
108,서울,2000-03-16,5.6,3.6,9.3,0.1,3.4,62.6,999
108,서울,2000-03-17,7.5,1.6,13.4,,3.3,56.3,1007.1
108,서울,2000-03-18,10.6,7.4,14.9,,4.3,51.1,1006.2
108,서울,2000-03-19,6.4,3.2,10,0.4,3.2,70.1,1004.9
108,서울,2000-03-20,7.1,1.4,13.2,,2.5,58.4,1010.1
108,서울,2000-03-21,8.1,4.5,12.5,,2.3,48.1,1008.9
108,서울,2000-03-22,10.3,3.9,16.9,,2.5,48,1011.7
108,서울,2000-03-23,7.3,4.8,10.1,1.2,3.8,75.5,1003
108,서울,2000-03-24,4.8,2.1,8.3,,4.8,37.9,1004.8
108,서울,2000-03-25,6,0.7,11.3,,3.9,46.9,1008
108,서울,2000-03-26,8.4,2.7,14.5,,2.2,56.5,1005.7
108,서울,2000-03-27,13.1,5.1,18.9,1.2,4.6,50.6,998.4
108,서울,2000-03-28,11,6,15.8,0.1,3.9,65.1,990.8
108,서울,2000-03-29,7.7,3.8,11.9,0.1,4.1,54.9,999.9
108,서울,2000-03-30,9,4.6,14.2,,3.3,49.4,1002.7
108,서울,2000-03-31,10.7,5.7,16.5,,2.8,38.4,1000.7
108,서울,2000-04-01,10.3,4.2,16.1,,2.4,34.1,1009.7
108,서울,2000-04-02,12.1,7.3,16.9,,1.9,37.9,1011.1
108,서울,2000-04-03,13.4,7.6,19,,1.7,48.1,1008.9
108,서울,2000-04-04,14,9.1,20.4,,2.6,48.1,1004.9
108,서울,2000-04-05,9.6,6.1,13.3,0,4.3,48.5,1003
108,서울,2000-04-06,8.6,3.4,14,,3.1,44.3,1008.3
108,서울,2000-04-07,8.9,5.8,12.6,,4.7,47,1007.3
108,서울,2000-04-08,9.6,4.1,17,,2.1,45.8,1012
108,서울,2000-04-09,11.8,5.9,19.2,0.8,2.1,47.5,1005.3
108,서울,2000-04-10,6,2.9,9.7,4.2,5.2,50.9,1002.2
108,서울,2000-04-11,8.6,1.8,14.9,,4.3,54.6,1001.2
108,서울,2000-04-12,11.9,7,17,,3.4,61.8,997.3
108,서울,2000-04-13,13.3,9.1,18.7,,2.7,64.8,998.1
108,서울,2000-04-14,13.1,7.9,17.8,,2.5,38,1001.7
108,서울,2000-04-15,12,8.8,18.1,1.4,2.2,48,999.9
108,서울,2000-04-16,11.4,5.3,16.4,,3.2,53.9,1002
108,서울,2000-04-17,12.9,7.1,19.9,,2.5,64,1003.9
108,서울,2000-04-18,14.8,11.2,17.7,0,3,54.5,1005.5
108,서울,2000-04-19,14.6,10,20,4,2.7,64.6,999.9
108,서울,2000-04-20,15.5,9.2,23.5,0,2.9,60.5,1001.5
108,서울,2000-04-21,12.1,10,14.9,9,2.9,83.9,996.7
108,서울,2000-04-22,9.6,7.5,11.9,4.1,3.1,72.8,994.7
108,서울,2000-04-23,11,7.2,15.4,,4.2,57.4,995.8
108,서울,2000-04-24,12.6,7.2,17.8,,3.8,52.8,1000.5
108,서울,2000-04-25,15.4,9.8,20.9,0.5,1.9,44,997.8
108,서울,2000-04-26,11.3,9.3,14.4,3.1,2.5,84,991.2
108,서울,2000-04-27,9.5,8.2,10.4,3.6,1.7,89.6,996.2
108,서울,2000-04-28,12.4,5.8,19.2,,2.5,66.1,1003.8
108,서울,2000-04-29,15.5,8.2,22.3,,2.4,48.5,1006.1
108,서울,2000-04-30,14.5,11.2,18.6,,3.3,59.4,1000.4
108,서울,2000-05-01,14.2,10.8,19.2,0,3.2,71.1,996.9
108,서울,2000-05-02,13.8,7.9,20.3,,2.4,59.1,1002
108,서울,2000-05-03,15.6,9.5,22.3,,2.5,54.3,1003.8
108,서울,2000-05-04,18,11.2,24.1,,2.2,43,1004
108,서울,2000-05-05,16.9,12.9,22.2,1.8,1.9,55,1003.9
108,서울,2000-05-06,15.5,12.3,19.6,1.8,3,63,1003.9
108,서울,2000-05-07,14.7,9.5,19.8,,3.6,53.6,1005
108,서울,2000-05-08,17,9.9,23.7,,2.7,55.4,1006.1
108,서울,2000-05-09,20.1,12.6,26.4,,1.7,46.3,1001.4
108,서울,2000-05-10,14.3,10.9,18.9,20,3,78.4,995.4
108,서울,2000-05-11,11.7,10.1,14.2,7.6,3.5,86.4,995.5
108,서울,2000-05-12,14.2,9.7,18.6,,1.2,74.4,997.7
108,서울,2000-05-13,18.1,10.2,24.5,,1.7,61.3,998.3
108,서울,2000-05-14,18.5,12.7,24.4,,1.8,61,1001.1
108,서울,2000-05-15,16.9,13.9,22,0,2.3,67.5,1001.4
108,서울,2000-05-16,16.7,13.4,20.1,0.6,1.9,75.9,1000.1
108,서울,2000-05-17,17.5,14.2,22.6,,2.1,75.8,999.8
108,서울,2000-05-18,16.9,11.8,23.8,,2.4,73.9,999.9
108,서울,2000-05-19,15.7,12.7,20.1,27,1.8,83,996.3
108,서울,2000-05-20,15.2,11.4,20.7,,2.4,80.3,997.5
108,서울,2000-05-21,16.7,11.2,23,0,1.9,66.1,1001.7
108,서울,2000-05-22,20.2,16.4,25.5,,2.2,63,1001.6
108,서울,2000-05-23,19.3,15.1,25.1,,2.3,79.3,1002.3
108,서울,2000-05-24,21.9,17.2,27.4,,2.7,70.3,1002.9
108,서울,2000-05-25,23.9,17.9,30.5,,1.8,58.8,1002.6
108,서울,2000-05-26,22.6,18.3,27.7,3.1,1.6,62.8,998.4
108,서울,2000-05-27,18,16.7,19.1,13.3,2.1,93,988.7
108,서울,2000-05-28,18.8,14.2,23.7,,3.5,67.5,993.9
108,서울,2000-05-29,20.7,13.2,27,,1.9,56.1,1001.4
108,서울,2000-05-30,18.8,15.6,22.5,,1.9,63.1,998.1
108,서울,2000-05-31,19.9,15.8,25.7,0,2.4,59.8,994.3
108,서울,2000-06-01,20.4,15.1,26.3,0.3,2.2,68.8,1001.1
108,서울,2000-06-02,21.8,16.1,28.3,,1.8,68.3,1002.6
108,서울,2000-06-03,24.9,18.5,31.6,0,1.2,64.5,998.3
108,서울,2000-06-04,25.9,19.1,32.5,,1.4,44,998.7
108,서울,2000-06-05,24.6,19.1,31.1,,2.5,46,998.8
108,서울,2000-06-06,22.3,17.4,28.3,,3,61.8,998.1
108,서울,2000-06-07,22.4,17.5,27,,2.8,57.1,996.5
108,서울,2000-06-08,20.6,18,23.2,0.4,0.9,64.9,991.7
108,서울,2000-06-09,20.1,14.6,27.1,,1.5,65.8,996.2
108,서울,2000-06-10,20.3,17,25.5,3.2,1.6,68.4,999.7
108,서울,2000-06-11,21.7,15.9,27.7,,1.2,60,999.3
108,서울,2000-06-12,23,16.7,29.5,0,2,47.8,997.8
108,서울,2000-06-13,22.9,16.4,29.7,0,2.4,57.6,994.8
108,서울,2000-06-14,24.4,19.3,29.7,0,2.3,58,993.8
108,서울,2000-06-15,24.9,19.2,32,,2,67.8,999.2
108,서울,2000-06-16,25.3,20.2,30,,1.8,69.4,1002.4
108,서울,2000-06-17,25.6,22,30.5,,1.8,64.6,1000.6
108,서울,2000-06-18,26.3,21.1,33.9,,2,57.9,1000.1
108,서울,2000-06-19,25.9,20,33.3,,2.4,56.9,999.7
108,서울,2000-06-20,26.1,20.4,32.4,,1.6,64,997.9
108,서울,2000-06-21,26,21.5,32.5,,2.4,59.3,997.2
108,서울,2000-06-22,23.3,20.2,28.4,9.8,1.1,73.3,995.4
108,서울,2000-06-23,23,20.6,26.8,0.3,1,77.1,994.6
108,서울,2000-06-24,24.5,20.1,28.3,,1.4,69.4,995
108,서울,2000-06-25,25.1,21.7,28.1,,1.7,71.3,997
108,서울,2000-06-26,24.1,22.6,26.6,7.5,1.2,83.6,994.9
108,서울,2000-06-27,24.3,20.4,29.3,21.4,2.4,72.9,991.4
108,서울,2000-06-28,25.9,19.9,33.4,,1.9,63.1,994.5
108,서울,2000-06-29,23.3,20.9,25.7,21.5,1.4,84.1,992.3
108,서울,2000-06-30,23,20.5,26.8,3.7,3.3,82.4,995
108,서울,2000-07-01,25.6,19.9,31,,1.4,69.3,1000.4
108,서울,2000-07-02,27.2,24.1,33,,1.8,73.4,1002.9
108,서울,2000-07-03,28.1,23.2,33.2,,1.8,69.9,1002.7
108,서울,2000-07-04,28.2,23.2,33.8,0.1,1.2,68.8,1002.4
108,서울,2000-07-05,28.4,22.8,33.9,,1.7,68.6,1002
108,서울,2000-07-06,29,23.8,34.2,,2.1,67.8,997.3
108,서울,2000-07-07,27.8,24.2,33.4,,2.1,62.3,994.5
108,서울,2000-07-08,27,22.1,33,,2,52.4,995.2
108,서울,2000-07-09,26.8,22.7,30.5,,2.1,67.3,999.4
108,서울,2000-07-10,28.7,22.8,34,0,1.1,60.9,1000.1
108,서울,2000-07-11,23.5,20.1,27.8,23,4,88.9,994.2
108,서울,2000-07-12,25.4,20.1,28.7,4,4.4,81,992.3
108,서울,2000-07-13,25.9,23.1,31,,3,79.1,994.7
108,서울,2000-07-14,26.6,23,30.6,,1.5,72.1,995.1
108,서울,2000-07-15,26.6,24,30.7,,2.1,74.8,997.2
108,서울,2000-07-16,25.7,23.5,28.6,,2.4,80.4,1001.6
108,서울,2000-07-17,27,25.1,30.5,0,2.8,77.6,1000.2
108,서울,2000-07-18,27.7,25.1,32,2,1.7,77.3,997.9
108,서울,2000-07-19,26.8,24.7,28.9,15.8,1.4,85.1,997.5
108,서울,2000-07-20,27.9,25.2,31.8,1.7,3.3,80.1,998.6
108,서울,2000-07-21,27.5,25.6,30.6,,4.8,79.1,995.1
108,서울,2000-07-22,24.8,23.8,26.2,60.6,3.6,92.8,988.3
108,서울,2000-07-23,25.5,22.7,29.5,,1.7,76.6,987.3
108,서울,2000-07-24,26.5,22.6,31,,1.9,71.4,989.9
108,서울,2000-07-25,25.8,22.3,29.7,,1.7,74.6,992.5
108,서울,2000-07-26,26.9,21.7,31.9,,1.1,69.8,993.1
108,서울,2000-07-27,28.3,23.5,33.1,,1.1,65.9,993.8
108,서울,2000-07-28,28.3,25.5,31.7,,0.8,65,993.9
108,서울,2000-07-29,27.5,25.2,29.7,5.6,1.1,77.9,989.8
108,서울,2000-07-30,23.9,20.6,26.6,1.5,1.1,78.8,987.7
108,서울,2000-07-31,25.3,20.7,30.4,0.4,1.5,68,990
108,서울,2000-08-01,26.3,21.2,31.2,,1.5,69.5,997.5
108,서울,2000-08-02,28.8,22.6,35.1,,1,59.8,999.3
108,서울,2000-08-03,28.3,23.4,32.7,0.2,1.5,61.6,1000.8
108,서울,2000-08-04,24.6,21.5,29.4,32.7,1.9,84.3,1002.3
108,서울,2000-08-05,25.2,23.2,28.4,3.4,0.5,90.9,1004.1
108,서울,2000-08-06,24.4,23.5,25.5,7.9,0.8,92,1003.5
108,서울,2000-08-07,24.6,23,28.2,43.4,1,92,1002.5
108,서울,2000-08-08,26.5,22.9,31.7,0,0.9,81.6,1002.5
108,서울,2000-08-09,26.9,23.5,31.6,14.5,1.2,77.1,1001.7
108,서울,2000-08-10,27.5,23.6,32.2,,1.7,76,999.9
108,서울,2000-08-11,28,24.3,32.9,,2,73.5,999.1
108,서울,2000-08-12,28.6,23.6,33.1,,1.7,73.1,997.6
108,서울,2000-08-13,28.9,24.6,33.3,,1.5,67.8,997
108,서울,2000-08-14,28.1,25.2,32.2,,2.8,73.4,996.5
108,서울,2000-08-15,28.3,24.8,32.6,,1.9,73,995.5
108,서울,2000-08-16,28.3,24.6,32.3,,0.9,72.8,994.3
108,서울,2000-08-17,28.8,25,35,0,1.4,68.4,995.9
108,서울,2000-08-18,28.9,25.5,34.5,0,1.8,67.3,997.3
108,서울,2000-08-19,24.6,22.1,26.9,14.2,1.6,83,995.1
108,서울,2000-08-20,22.1,20.3,24.6,71.1,1.8,95.9,989.5
108,서울,2000-08-21,22.7,19,26.2,27.2,4.4,86.3,993
108,서울,2000-08-22,25.1,21.7,28.8,0,3,74.5,1001.9
108,서울,2000-08-23,25.4,21.1,30.2,3.3,1.4,75.6,1004.7
108,서울,2000-08-24,23.4,21.8,25.4,10.1,1,88.8,1003
108,서울,2000-08-25,22,20.6,23.5,122.9,1.1,94.8,997.7
108,서울,2000-08-26,22.1,21,23,89.3,1.3,96,997.2
108,서울,2000-08-27,25,22.5,27.1,26.1,1.5,89.8,998.4
108,서울,2000-08-28,25.3,23.3,29,82.3,1,90.1,1002.5
108,서울,2000-08-29,28.1,23.1,32.5,,1.2,74.3,1002
108,서울,2000-08-30,29.1,24.2,33.6,,1.7,64.3,999.8
108,서울,2000-08-31,25.4,22.6,27.5,50.8,4.3,83,988.2
108,서울,2000-09-01,24.4,22.8,26,7.1,6.6,88.4,992
108,서울,2000-09-02,26,23.3,30.6,,2.5,81.3,999.9
108,서울,2000-09-03,25.1,22.5,31,9.5,1,83.1,1001.5
108,서울,2000-09-04,24.9,20.1,29.9,,1.4,61.3,1000.2
108,서울,2000-09-05,23.6,18.4,28.5,,1.6,66.6,997.3
108,서울,2000-09-06,22.5,19.8,25.9,5.8,1.4,81.4,997
108,서울,2000-09-07,20.7,19.2,22.8,0.1,1.9,69.6,1002.8
108,서울,2000-09-08,20.6,18,23.2,0.6,1.8,75.3,1006.6
108,서울,2000-09-09,20.2,17.1,22.8,0.3,1.5,74.1,1005
108,서울,2000-09-10,22.2,17.1,28,,1,59.1,1003
108,서울,2000-09-11,21.3,18.4,25.7,,2,55.6,1002.7
108,서울,2000-09-12,20.1,16.3,24.2,,2.1,52.5,1004.9
108,서울,2000-09-13,16.5,15,19.6,8.2,1.6,83.5,1004.6
108,서울,2000-09-14,16.7,14.8,18.1,16.7,1.4,87.6,1000.9
108,서울,2000-09-15,17,15.5,18.2,60.8,2,91.9,993.4
108,서울,2000-09-16,16,14.5,18.1,68.8,3.4,91.9,984.1
108,서울,2000-09-17,19.2,14.9,23.8,0.1,3,65.8,995
108,서울,2000-09-18,18.6,12.9,23.6,,2.1,60.3,1002.9
108,서울,2000-09-19,19.1,11.9,25.7,,0.6,63.3,1010
108,서울,2000-09-20,21.4,15.6,27.5,,0.8,71.4,1011.8
108,서울,2000-09-21,21.3,18.6,25.7,,0.9,68.6,1010.7
108,서울,2000-09-22,21.7,18.5,26.1,,1.2,70.3,1006.9
108,서울,2000-09-23,21,17.5,25.9,,1.5,72.9,1003.9
108,서울,2000-09-24,20.5,17.1,24.3,,1.4,81,1003.1
108,서울,2000-09-25,20.2,17.3,24.8,0,1.4,71.6,1004
108,서울,2000-09-26,20.2,13.8,26,,1,62.3,1008.3
108,서울,2000-09-27,20.6,15.4,25.9,,1,58.6,1009.4
108,서울,2000-09-28,17.9,16.3,19.4,0.5,1,62.8,1008.8
108,서울,2000-09-29,20.4,13.7,26.7,,0.8,52.5,1005.9
108,서울,2000-09-30,20.1,15.8,25.3,,1.1,63.8,1005.7
108,서울,2000-10-01,20.3,15.5,25.5,,1.2,72.4,1005
108,서울,2000-10-02,19.4,17.6,21.8,0.4,1.6,80.5,1001.8
108,서울,2000-10-03,17.7,14.6,21.9,,2.1,58.6,1003.2
108,서울,2000-10-04,16.9,11.6,21,,1,60.6,1007.6
108,서울,2000-10-05,19,14.9,23.4,,1.3,71.5,1009.9
108,서울,2000-10-06,19.3,16,24.6,,0.9,74.1,1011.1
108,서울,2000-10-07,20.2,14.5,26.5,,1.1,67.1,1009.4
108,서울,2000-10-08,20.7,15.4,25.8,,1.1,69.5,1002.5
108,서울,2000-10-09,20.2,16.1,25.3,,1.4,72.6,1003
108,서울,2000-10-10,18.5,15.6,21,0.1,1.9,78,1005.6
108,서울,2000-10-11,15,12.6,16.6,2.6,1.5,88,1006.6
108,서울,2000-10-12,10.6,8,14.6,,2.4,45.1,1010.7
108,서울,2000-10-13,10,5.7,13.9,,2.1,43.3,1011.3
108,서울,2000-10-14,11.6,6.4,16.3,,1.4,58.1,1012.8
108,서울,2000-10-15,13.7,8.4,20.2,,1.6,61.1,1015.6
108,서울,2000-10-16,11.7,6.3,17.6,,1.4,49.5,1015.3
108,서울,2000-10-17,12.4,8.5,15.1,0.6,1.3,75.1,1008.8
108,서울,2000-10-18,14.5,9.9,19.8,,1,70.1,1012
108,서울,2000-10-19,14.2,10.1,19.2,,1.4,68.5,1010.3
108,서울,2000-10-20,15.9,11.8,20.9,,1.5,76.5,1008.8
108,서울,2000-10-21,14.7,9,20.8,,1.3,58.3,1013.2
108,서울,2000-10-22,14.2,9.8,17,,1.3,62.3,1011.6
108,서울,2000-10-23,16.7,12.7,22,0.4,1.2,65.3,1007.8
108,서울,2000-10-24,14.9,14,15.8,11.8,1.4,87.1,1006.7
108,서울,2000-10-25,14.3,9.9,17.8,2.2,2.6,66,1007.4
108,서울,2000-10-26,10.3,6.8,15,,2.3,40.1,1014.1
108,서울,2000-10-27,12.4,5.6,19,,1,51,1016.2
108,서울,2000-10-28,12.2,10.3,14.5,,1.1,60.9,1010.8
108,서울,2000-10-29,10.4,7.2,12.4,,1.6,52.8,1005
108,서울,2000-10-30,8.9,3.5,14.5,,1.3,51.9,1010.4
108,서울,2000-10-31,10.5,3.6,16.3,,0.8,50,1012.3
108,서울,2000-11-01,12.6,10.1,15.3,,0.9,59.6,1009
108,서울,2000-11-02,14,9.4,19.4,,1.2,58.8,1009.1
108,서울,2000-11-03,12.9,7.4,19.4,,1,56.8,1013.1
108,서울,2000-11-04,13.5,9.4,17.3,,2.5,72,1009.6
108,서울,2000-11-05,12.4,8.5,17.2,,1.5,46.1,1008.7
108,서울,2000-11-06,13,6.9,20.3,,1.5,48,1007.6
108,서울,2000-11-07,9.8,1.8,15.3,0,2.7,50.3,1012.2
108,서울,2000-11-08,2.7,0,6.4,,2,42.5,1016.5
108,서울,2000-11-09,4.9,-0.1,8.9,,1.1,37.5,1014.7
108,서울,2000-11-10,4.2,0.3,7.2,1.4,1.9,70.8,1014.9
108,서울,2000-11-11,1.9,-1.7,6.5,,1.7,57.3,1016.3
108,서울,2000-11-12,4.1,-0.5,8.7,0,1.3,58.3,1014.4
108,서울,2000-11-13,6.4,0.9,11.5,,1.1,63.1,1017.6
108,서울,2000-11-14,8.8,4.5,13.6,,1.4,64.8,1017.5
108,서울,2000-11-15,10.5,7.9,13.1,,1.6,53.3,1017
108,서울,2000-11-16,6.1,3.9,9.4,8.8,3.6,74.6,1015.7
108,서울,2000-11-17,5.4,2.5,7.5,0,2.5,70.9,1013.8
108,서울,2000-11-18,3.4,-0.1,7.5,,2,46.4,1020.8
108,서울,2000-11-19,6.7,1,11.7,3.2,1.7,53.3,1016.5
108,서울,2000-11-20,4.6,1.8,6.9,10.9,3,82.4,1006.4
108,서울,2000-11-21,0,-2.5,3.1,,3.1,48.4,1017.3
108,서울,2000-11-22,2,-3.8,7.3,,1.3,46.1,1019.3
108,서울,2000-11-23,5.8,-0.2,10.1,,1.6,57.3,1016.1
108,서울,2000-11-24,9.2,5.6,13,,1.3,61,1014
108,서울,2000-11-25,10,5,15.4,,1.7,60.9,1011.4
108,서울,2000-11-26,7.2,1.8,10.4,2.8,2.1,72.4,1010.6
108,서울,2000-11-27,3.2,-0.7,6.9,,2.7,42.8,1014.3
108,서울,2000-11-28,3.1,0.2,6.2,,1.8,40.5,1016.5
108,서울,2000-11-29,3.8,-1.5,7.6,,1.8,53.3,1015.2
108,서울,2000-11-30,6.4,3.2,10.1,,1.5,58.9,1014.2
108,서울,2000-12-01,6.2,1.9,11,,1.4,56.5,1015.1
108,서울,2000-12-02,6.7,2.1,11.6,0,1.7,55.9,1013.6
108,서울,2000-12-03,2.4,-1.1,7.4,0,3,46.6,1011.3
108,서울,2000-12-04,1.8,-3.7,5.9,0.9,1.7,47.5,1009
108,서울,2000-12-05,1.4,-3,6.1,0,3.1,58.3,1010.5
108,서울,2000-12-06,0.1,-4.8,4.5,,1.4,49.4,1017
108,서울,2000-12-07,4.3,-0.1,7,,1.5,45.5,1017
108,서울,2000-12-08,8,4.7,11.3,,1.9,60.1,1013.2
108,서울,2000-12-09,8.1,3.9,11.9,,1.3,66.3,1009.7
108,서울,2000-12-10,2.5,-5.2,9.9,2.2,3.5,57,1010.8
108,서울,2000-12-11,-6.6,-9.1,-3.7,,3.4,35.3,1021.8
108,서울,2000-12-12,-4.6,-9.2,-0.5,0,1.8,49.8,1018
108,서울,2000-12-13,-0.2,-4.4,4.4,,1.3,73.5,1013.1
108,서울,2000-12-14,3.5,-1.3,7.4,0.7,1.7,72.8,1012.9
108,서울,2000-12-15,7.6,4.6,10,4.7,3.9,78.3,1010.9
108,서울,2000-12-16,-0.6,-2.8,5.9,,2.8,37,1018.1
108,서울,2000-12-17,-0.5,-4.8,4.1,,1,45.3,1016.8
108,서울,2000-12-18,2.7,-1.2,5.3,3.2,1.8,63.3,1009.7
108,서울,2000-12-19,1.5,-1.4,4.8,0.1,2.5,69.8,1014.6
108,서울,2000-12-20,0.9,-0.4,2.4,0,1.9,75.3,1011.3
108,서울,2000-12-21,1,-2.7,4.6,,1.6,57.9,1012
108,서울,2000-12-22,5.4,0.9,8.3,0,3.1,60.1,1006.2
108,서울,2000-12-23,2.9,-0.1,7.5,13.9,2.8,67.4,1004.2
108,서울,2000-12-24,-0.2,-2.3,1.9,0.3,2.1,62.1,1009.1
108,서울,2000-12-25,-6.4,-9.7,-1.3,0.6,3.8,51.9,1015.2
108,서울,2000-12-26,-8.7,-11.4,-6.4,,2.5,49.3,1022.6
108,서울,2000-12-27,-3.9,-9.1,0,0,1.7,50.4,1019.6
108,서울,2000-12-28,-2.3,-4.6,0.7,0,2,67.8,1018.6
108,서울,2000-12-29,-2.2,-6.5,1.9,,1.5,63.3,1017.2
108,서울,2000-12-30,2.3,-1.7,7,0.4,2.3,55.1,1009.6
108,서울,2000-12-31,-5.8,-8.2,2.3,,3.6,56,1010.5
